step,phase,n,kernel,dist_ls0,dist_ls1,pos_ls0,pos_ls1,noise_var,LML,train_rmse,train_mae,train_r2
12,warmup,13,"SliceKernel(base=RBF(length_scale=[1.37, 6.47]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.32, 0.739]), idx=[2, 3]) + WhiteKernel(noise_level=0.00443)",1.3659712,6.4696879,1.3242838,0.73897015,0.0044276697,-4.8273026,0.0029348956,0.002455493,0.99869779
13,warmup,14,"SliceKernel(base=RBF(length_scale=[1.47, 2.02]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.17, 0.806]), idx=[2, 3]) + WhiteKernel(noise_level=0.00322)",1.470319,2.022383,1.1680731,0.80595754,0.0032160207,-5.5575381,0.002667554,0.0022240853,0.99919903
14,warmup,15,"SliceKernel(base=RBF(length_scale=[1.4, 1.38]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.17, 0.809]), idx=[2, 3]) + WhiteKernel(noise_level=0.00301)",1.3971067,1.378294,1.1683896,0.80912733,0.0030127136,-5.848421,0.0025346562,0.0020242921,0.99932983
15,warmup,16,"SliceKernel(base=RBF(length_scale=[1.6, 1.34]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.3, 0.775]), idx=[2, 3]) + WhiteKernel(noise_level=0.00282)",1.5990343,1.3437823,1.2984528,0.77544518,0.0028181056,-5.6636979,0.002458191,0.001913746,0.99938461
16,warmup,17,"SliceKernel(base=RBF(length_scale=[2.22, 1.27]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.33, 0.751]), idx=[2, 3]) + WhiteKernel(noise_level=0.00291)",2.2239829,1.2739703,1.3326544,0.75109964,0.0029081622,-6.1942727,0.0025292919,0.0020012226,0.99935254
17,warmup,18,"SliceKernel(base=RBF(length_scale=[2.44, 1.23]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.23, 0.818]), idx=[2, 3]) + WhiteKernel(noise_level=0.00248)",2.4438353,1.2340175,1.2334964,0.81800997,0.0024782812,-5.6582732,0.0023171783,0.0017583939,0.99945196
18,warmup,19,"SliceKernel(base=RBF(length_scale=[2.71, 1.18]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.22, 0.864]), idx=[2, 3]) + WhiteKernel(noise_level=0.00252)",2.7121063,1.1757143,1.2192157,0.86388745,0.0025233951,-5.6642123,0.0023388132,0.0017593644,0.99941275
19,warmup,20,"SliceKernel(base=RBF(length_scale=[1e+03, 1.13]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.41, 0.821]), idx=[2, 3]) + WhiteKernel(noise_level=0.00258)",1000,1.1259374,1.4130405,0.82123775,0.0025806654,-5.3116056,0.0024907805,0.0017964939,0.99931544
20,warmup,21,"SliceKernel(base=RBF(length_scale=[1e+03, 0.867]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.29, 0.664]), idx=[2, 3]) + WhiteKernel(noise_level=0.00259)",1000,0.86728185,1.2916195,0.66353433,0.0025860472,-8.6873069,0.0020771502,0.001615394,0.9995021
21,warmup,22,"SliceKernel(base=RBF(length_scale=[4.62, 0.59]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.25, 0.642]), idx=[2, 3]) + WhiteKernel(noise_level=1e-06)",4.6203741,0.58993585,1.2492255,0.64165184,1e-06,-11.657006,7.3405242e-07,5.0179428e-07,1
22,warmup,23,"SliceKernel(base=RBF(length_scale=[0.00413, 26.3]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.11, 0.69]), idx=[2, 3]) + WhiteKernel(noise_level=1.3e-06)",0.0041287272,26.280307,1.110572,0.68984542,1.2963171e-06,-32.249347,8.5946667e-08,7.4899076e-08,1
23,warmup,24,"SliceKernel(base=RBF(length_scale=[925, 1.68]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.0726, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.073)",925.1849,1.682888,0.072593014,1000,0.072997358,-28.883004,0.014216968,0.010561881,0.98171006
24,warmup,25,"SliceKernel(base=RBF(length_scale=[0.01, 575]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.751, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=1.2e-06)",0.0099970338,575.26002,0.75061775,1000,1.1954556e-06,-33.467799,1.1565207e-07,9.4085164e-08,1
25,warmup,26,"SliceKernel(base=RBF(length_scale=[1.51, 1.85]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.000662, 0.000368]), idx=[2, 3]) + WhiteKernel(noise_level=1e-06)",1.5056736,1.8492518,0.00066159271,0.00036772398,1e-06,-34.348147,7.5983469e-08,5.4408151e-08,1
26,warmup,27,"SliceKernel(base=RBF(length_scale=[1e+03, 1.09]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.00066, 0.000303]), idx=[2, 3]) + WhiteKernel(noise_level=1e-06)",1000,1.0905239,0.00065976322,0.000303034,1e-06,-35.026023,7.67962e-08,5.665123e-08,1
27,warmup,28,"SliceKernel(base=RBF(length_scale=[2.61, 0.661]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.34, 0.485]), idx=[2, 3]) + WhiteKernel(noise_level=1e-06)",2.6091288,0.6607842,1.336919,0.4853658,1e-06,-20.97816,1.0761481e-06,8.6613915e-07,1
28,warmup,29,"SliceKernel(base=RBF(length_scale=[1.26, 2.08]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.057, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=1e-06)",1.2580806,2.0777002,0.056950844,1000,1e-06,-31.094529,3.8361759e-07,2.493627e-07,1
29,warmup,30,"SliceKernel(base=RBF(length_scale=[1e+03, 1.16]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.000622, 0.00139]), idx=[2, 3]) + WhiteKernel(noise_level=1e-06)",1000,1.1642081,0.00062172171,0.0013906572,1e-06,-38.837827,7.6694368e-08,5.6073971e-08,1
30,warmup,31,"SliceKernel(base=RBF(length_scale=[2.48, 0.707]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.52, 0.682]), idx=[2, 3]) + WhiteKernel(noise_level=0.00227)",2.482605,0.70706261,1.5236073,0.68154267,0.0022681156,-15.849164,0.0027265886,0.0021014345,0.99954329
31,warmup,32,"SliceKernel(base=RBF(length_scale=[1e+03, 0.49]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.08, 0.469]), idx=[2, 3]) + WhiteKernel(noise_level=1.21e-06)",1000,0.4903586,1.0760502,0.46856311,1.2085128e-06,-22.026573,1.0328017e-06,8.2203645e-07,1
32,warmup,33,"SliceKernel(base=RBF(length_scale=[6.03, 0.567]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.28, 0.4]), idx=[2, 3]) + WhiteKernel(noise_level=1.19e-06)",6.0293234,0.56706389,1.2772841,0.40033275,1.1937509e-06,-21.330558,9.2656609e-07,7.2033168e-07,1
33,warmup,34,"SliceKernel(base=RBF(length_scale=[0.72, 2.71]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.95, 0.367]), idx=[2, 3]) + WhiteKernel(noise_level=1.3e-06)",0.7195847,2.7114761,0.9497731,0.36743973,1.2999141e-06,-27.038286,1.1406396e-06,9.1266079e-07,1
34,warmup,35,"SliceKernel(base=RBF(length_scale=[3.54, 0.526]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.25, 0.428]), idx=[2, 3]) + WhiteKernel(noise_level=1e-06)",3.5357545,0.52556204,1.2482593,0.42769519,1e-06,-20.50489,1.0150255e-06,7.6634603e-07,1
34,active,35,"SliceKernel(base=RBF(length_scale=[3.54, 0.526]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.25, 0.428]), idx=[2, 3]) + WhiteKernel(noise_level=1e-06)",3.5357545,0.52556204,1.2482593,0.42769519,1e-06,-20.50489,1.0150255e-06,7.6634603e-07,1
35,active,36,"SliceKernel(base=RBF(length_scale=[3.63, 0.451]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.22, 0.417]), idx=[2, 3]) + WhiteKernel(noise_level=1e-06)",3.634472,0.45147593,1.2212036,0.41741052,1e-06,-24.191038,9.2814304e-07,7.3673888e-07,1
36,active,37,"SliceKernel(base=RBF(length_scale=[3.55, 0.34]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.18, 0.416]), idx=[2, 3]) + WhiteKernel(noise_level=1e-06)",3.5522847,0.34046449,1.1812628,0.41618973,1e-06,-26.85951,8.9349741e-07,7.1893524e-07,1
37,active,38,"SliceKernel(base=RBF(length_scale=[3.42, 0.313]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.14, 0.418]), idx=[2, 3]) + WhiteKernel(noise_level=1e-06)",3.4188506,0.31288189,1.1365632,0.41792271,1e-06,-28.584695,8.7522238e-07,6.9132279e-07,1
38,active,39,"SliceKernel(base=RBF(length_scale=[3.14, 0.242]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.14, 0.428]), idx=[2, 3]) + WhiteKernel(noise_level=1e-06)",3.1439115,0.24246307,1.1361542,0.42816917,1e-06,-28.866143,9.2471398e-07,7.2818216e-07,1
39,active,40,"SliceKernel(base=RBF(length_scale=[1.14, 0.759]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.52, 0.819]), idx=[2, 3]) + WhiteKernel(noise_level=0.0243)",1.1397473,0.75894529,1.5168119,0.81943555,0.024258438,-24.346807,0.015579591,0.011758486,0.9882986
40,active,41,"SliceKernel(base=RBF(length_scale=[0.904, 0.694]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.5, 0.853]), idx=[2, 3]) + WhiteKernel(noise_level=0.0167)",0.90356842,0.69416276,1.4997361,0.85327423,0.016696199,-21.797464,0.013148642,0.0099598832,0.99242176
41,active,42,"SliceKernel(base=RBF(length_scale=[0.838, 0.65]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.52, 0.879]), idx=[2, 3]) + WhiteKernel(noise_level=0.0138)",0.83817751,0.65017189,1.5195697,0.87895246,0.013800108,-19.369227,0.012370934,0.0092653427,0.99374889
42,active,43,"SliceKernel(base=RBF(length_scale=[0.828, 0.61]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.55, 0.899]), idx=[2, 3]) + WhiteKernel(noise_level=0.0129)",0.82814128,0.61006561,1.5527105,0.89946649,0.012858995,-17.770182,0.012330882,0.0092855196,0.99402846
43,active,44,"SliceKernel(base=RBF(length_scale=[0.92, 0.234]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.68, 0.887]), idx=[2, 3]) + WhiteKernel(noise_level=0.00723)",0.92005519,0.23430615,1.6757059,0.88731157,0.0072324497,-17.430135,0.0083329309,0.0061562886,0.99740814
44,active,45,"SliceKernel(base=RBF(length_scale=[0.865, 0.226]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.57, 0.898]), idx=[2, 3]) + WhiteKernel(noise_level=0.00623)",0.86468848,0.22643152,1.5685965,0.89779361,0.0062306666,-15.895779,0.0077993952,0.0058360952,0.99781623
45,active,46,"SliceKernel(base=RBF(length_scale=[0.814, 0.221]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.55, 0.911]), idx=[2, 3]) + WhiteKernel(noise_level=0.00539)",0.81383412,0.22071331,1.5534011,0.91087375,0.0053937762,-14.020343,0.0073257255,0.0054818625,0.99811084
46,active,47,"SliceKernel(base=RBF(length_scale=[0.788, 0.211]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.42, 0.907]), idx=[2, 3]) + WhiteKernel(noise_level=0.00494)",0.78795173,0.21100664,1.4210764,0.90732715,0.0049392027,-13.825725,0.0070068336,0.0050608538,0.99831654
47,active,48,"SliceKernel(base=RBF(length_scale=[0.768, 0.206]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.42, 0.916]), idx=[2, 3]) + WhiteKernel(noise_level=0.00436)",0.76821046,0.20573683,1.4227494,0.9164296,0.0043569632,-12.058166,0.0066349369,0.0047761158,0.99850992
48,active,49,"SliceKernel(base=RBF(length_scale=[0.722, 0.212]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.35, 0.926]), idx=[2, 3]) + WhiteKernel(noise_level=0.00432)",0.72234116,0.21151337,1.3546176,0.9259202,0.0043193852,-11.328944,0.0067036283,0.0049843432,0.99849946
49,active,50,"SliceKernel(base=RBF(length_scale=[0.685, 0.216]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.28, 0.934]), idx=[2, 3]) + WhiteKernel(noise_level=0.00526)",0.68513016,0.21574645,1.2763912,0.93395902,0.0052583742,-12.506276,0.0076554622,0.0055983011,0.99808279
50,active,51,"SliceKernel(base=RBF(length_scale=[0.696, 0.207]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.3, 0.936]), idx=[2, 3]) + WhiteKernel(noise_level=0.00534)",0.69649903,0.20699453,1.303612,0.93613578,0.0053381204,-11.952963,0.0078802165,0.0058548289,0.99799073
51,active,52,"SliceKernel(base=RBF(length_scale=[563, 0.636]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[2.08, 0.811]), idx=[2, 3]) + WhiteKernel(noise_level=0.0378)",562.86588,0.63599783,2.0831579,0.81130386,0.037829737,-17.63241,0.028217174,0.021089441,0.97415421
52,active,53,"SliceKernel(base=RBF(length_scale=[1.48, 0.469]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.87, 0.796]), idx=[2, 3]) + WhiteKernel(noise_level=0.0283)",1.4789117,0.46940354,1.874828,0.79590957,0.028267188,-17.531573,0.022939018,0.017352155,0.98277683
53,active,54,"SliceKernel(base=RBF(length_scale=[1.44, 0.425]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.69, 0.787]), idx=[2, 3]) + WhiteKernel(noise_level=0.0246)",1.4428096,0.42473271,1.6888096,0.78744991,0.024645957,-16.915712,0.021033668,0.015876408,0.98553026
54,active,55,"SliceKernel(base=RBF(length_scale=[1.41, 0.387]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.39, 0.754]), idx=[2, 3]) + WhiteKernel(noise_level=0.0197)",1.4082009,0.38740253,1.3908209,0.75364746,0.019739139,-16.541643,0.018052529,0.013276094,0.98925163
55,active,56,"SliceKernel(base=RBF(length_scale=[1.38, 0.367]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.22, 0.716]), idx=[2, 3]) + WhiteKernel(noise_level=0.0167)",1.3813508,0.3666003,1.2238295,0.71632304,0.016685614,-16.389282,0.016078866,0.011691839,0.9914837
56,active,57,"SliceKernel(base=RBF(length_scale=[1.32, 0.351]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.12, 0.686]), idx=[2, 3]) + WhiteKernel(noise_level=0.0137)",1.3211975,0.35057115,1.1183629,0.68592782,0.013738827,-15.830689,0.014136228,0.010298144,0.993424
57,active,58,"SliceKernel(base=RBF(length_scale=[0.601, 0.209]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.07, 0.597]), idx=[2, 3]) + WhiteKernel(noise_level=0.00452)",0.6008205,0.20938735,1.0671403,0.59735167,0.0045207173,-15.178253,0.0065216538,0.0049755519,0.99859882
58,active,59,"SliceKernel(base=RBF(length_scale=[0.581, 0.219]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.06, 0.611]), idx=[2, 3]) + WhiteKernel(noise_level=0.00455)",0.58138365,0.21861556,1.0595586,0.61141286,0.004545499,-16.091134,0.0065458477,0.0049379638,0.99860225
59,active,60,"SliceKernel(base=RBF(length_scale=[0.585, 0.224]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.06, 0.622]), idx=[2, 3]) + WhiteKernel(noise_level=0.00453)",0.58454385,0.22365387,1.0580548,0.62185834,0.0045304288,-15.514388,0.0065535188,0.0048840143,0.9986087
60,active,61,"SliceKernel(base=RBF(length_scale=[0.578, 0.23]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.04, 0.635]), idx=[2, 3]) + WhiteKernel(noise_level=0.00434)",0.57774548,0.22984068,1.0429821,0.63505497,0.0043415003,-14.769911,0.006466787,0.0048310592,0.99865379
61,active,62,"SliceKernel(base=RBF(length_scale=[0.576, 0.23]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.05, 0.629]), idx=[2, 3]) + WhiteKernel(noise_level=0.00394)",0.57575766,0.22956136,1.0466841,0.62866008,0.0039397551,-13.169903,0.0061708237,0.0046218467,0.99877797
62,active,63,"SliceKernel(base=RBF(length_scale=[0.565, 0.24]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.04, 0.639]), idx=[2, 3]) + WhiteKernel(noise_level=0.00398)",0.56533168,0.24021385,1.042314,0.63889211,0.0039762964,-13.90439,0.0061804121,0.0045466251,0.99877455
63,active,64,"SliceKernel(base=RBF(length_scale=[0.391, 0.797]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.954, 0.507]), idx=[2, 3]) + WhiteKernel(noise_level=0.00396)",0.39147176,0.79652102,0.95369118,0.50688843,0.0039627972,-12.570438,0.0060047174,0.0043719026,0.99884204
64,active,65,"SliceKernel(base=RBF(length_scale=[0.389, 0.854]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.947, 0.504]), idx=[2, 3]) + WhiteKernel(noise_level=0.00368)",0.38886632,0.85387003,0.94652267,0.50392895,0.0036786761,-11.250219,0.0058014244,0.0042619766,0.99892141
65,active,66,"SliceKernel(base=RBF(length_scale=[0.392, 0.788]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.01, 0.528]), idx=[2, 3]) + WhiteKernel(noise_level=0.0048)",0.39155996,0.78827449,1.0070979,0.52825768,0.004800848,-11.331955,0.0070232062,0.0053071531,0.99842494
66,active,67,"SliceKernel(base=RBF(length_scale=[0.393, 0.792]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.02, 0.534]), idx=[2, 3]) + WhiteKernel(noise_level=0.00486)",0.39324269,0.79236264,1.0183146,0.5340288,0.0048633868,-10.227383,0.0071791329,0.0053655182,0.99834935
67,active,68,"SliceKernel(base=RBF(length_scale=[0.395, 0.798]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.02, 0.535]), idx=[2, 3]) + WhiteKernel(noise_level=0.00466)",0.39494603,0.7977352,1.0192193,0.53529574,0.0046550831,-9.0031099,0.0070577982,0.0052822637,0.99839757
68,active,69,"SliceKernel(base=RBF(length_scale=[0.394, 0.811]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.02, 0.536]), idx=[2, 3]) + WhiteKernel(noise_level=0.00445)",0.39354266,0.81124975,1.0187632,0.53620529,0.0044525634,-7.9947927,0.0069152757,0.0051316531,0.99845394
69,active,70,"SliceKernel(base=RBF(length_scale=[0.393, 0.845]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.02, 0.536]), idx=[2, 3]) + WhiteKernel(noise_level=0.00435)",0.39259977,0.84509081,1.0204086,0.53639049,0.0043546295,-7.070421,0.0068641315,0.0050955503,0.99847022
70,active,71,"SliceKernel(base=RBF(length_scale=[0.391, 0.872]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.01, 0.534]), idx=[2, 3]) + WhiteKernel(noise_level=0.00414)",0.39136118,0.87194411,1.0120886,0.53398751,0.0041447849,-5.7898895,0.0067080001,0.0049589902,0.99853041
71,active,72,"SliceKernel(base=RBF(length_scale=[0.392, 0.912]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1, 0.534]), idx=[2, 3]) + WhiteKernel(noise_level=0.00399)",0.39169739,0.91215166,1.0045691,0.53386529,0.0039934357,-4.6893058,0.0065921072,0.004885996,0.99857198
72,active,73,"SliceKernel(base=RBF(length_scale=[0.386, 0.935]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.01, 0.533]), idx=[2, 3]) + WhiteKernel(noise_level=0.0039)",0.38648411,0.9346435,1.0140532,0.5332303,0.0039020538,-3.7071062,0.0065340146,0.0048601711,0.9985901
73,active,74,"SliceKernel(base=RBF(length_scale=[0.408, 0.805]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.03, 0.637]), idx=[2, 3]) + WhiteKernel(noise_level=0.00562)",0.40835012,0.80536943,1.0301186,0.63749984,0.0056210919,-5.0342983,0.0083231096,0.0061086734,0.9976851
74,active,75,"SliceKernel(base=RBF(length_scale=[0.413, 0.776]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.05, 0.653]), idx=[2, 3]) + WhiteKernel(noise_level=0.00603)",0.41258226,0.77640791,1.0548077,0.65288675,0.0060310104,-4.7394492,0.0087541034,0.0064290634,0.99742953
75,active,76,"SliceKernel(base=RBF(length_scale=[0.412, 0.774]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.06, 0.66]), idx=[2, 3]) + WhiteKernel(noise_level=0.00599)",0.41164157,0.77367038,1.0558594,0.66021196,0.0059916142,-3.821758,0.0087640363,0.0065167501,0.99740813
76,active,77,"SliceKernel(base=RBF(length_scale=[0.411, 0.785]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.07, 0.657]), idx=[2, 3]) + WhiteKernel(noise_level=0.00589)",0.41081324,0.78525348,1.0661547,0.65654306,0.0058901355,-2.8978746,0.0087053473,0.0065532847,0.99742642
77,active,78,"SliceKernel(base=RBF(length_scale=[0.412, 0.768]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.07, 0.663]), idx=[2, 3]) + WhiteKernel(noise_level=0.00595)",0.41165684,0.76837043,1.074519,0.66332157,0.0059470075,-2.321799,0.0087810432,0.0065986499,0.99736676
78,active,79,"SliceKernel(base=RBF(length_scale=[0.417, 0.771]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.08, 0.665]), idx=[2, 3]) + WhiteKernel(noise_level=0.0059)",0.41709976,0.77090229,1.0781503,0.66494442,0.0058994478,-1.8591164,0.0087138281,0.0065144739,0.99738509
79,active,80,"SliceKernel(base=RBF(length_scale=[0.422, 0.771]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.08, 0.669]), idx=[2, 3]) + WhiteKernel(noise_level=0.00582)",0.4221669,0.77094752,1.0758912,0.66938905,0.0058194442,-1.1466768,0.008645915,0.0064691155,0.99740298
80,active,81,"SliceKernel(base=RBF(length_scale=[0.421, 0.769]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.08, 0.671]), idx=[2, 3]) + WhiteKernel(noise_level=0.00573)",0.42057387,0.76877635,1.0835383,0.67068039,0.0057305676,-0.24393768,0.0085861519,0.0064444853,0.99742083
81,active,82,"SliceKernel(base=RBF(length_scale=[0.423, 0.789]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.09, 0.67]), idx=[2, 3]) + WhiteKernel(noise_level=0.00566)",0.42297125,0.78902381,1.0851661,0.66955219,0.0056607138,0.56589967,0.0085233335,0.0063767347,0.99743702
82,active,83,"SliceKernel(base=RBF(length_scale=[0.426, 0.796]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.11, 0.703]), idx=[2, 3]) + WhiteKernel(noise_level=0.00675)",0.42641482,0.79630944,1.1113796,0.70281513,0.0067542932,-0.41412029,0.0095446363,0.006961682,0.99677003
83,active,84,"SliceKernel(base=RBF(length_scale=[0.431, 0.796]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.11, 0.715]), idx=[2, 3]) + WhiteKernel(noise_level=0.00682)",0.43140021,0.79576265,1.1100779,0.71459908,0.0068174057,0.33005536,0.0096280645,0.0070503123,0.99669024
