step,phase,n,kernel,dist_ls0,dist_ls1,pos_ls0,pos_ls1,noise_var,LML,train_rmse,train_mae,train_r2
12,warmup,13,"SliceKernel(base=RBF(length_scale=[1.37, 6.47]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.32, 0.739]), idx=[2, 3]) + WhiteKernel(noise_level=0.00443)",1.3659712,6.4696879,1.3242838,0.73897015,0.0044276697,-4.8273026,0.0029348956,0.002455493,0.99869779
13,warmup,14,"SliceKernel(base=RBF(length_scale=[1.47, 2.02]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.17, 0.806]), idx=[2, 3]) + WhiteKernel(noise_level=0.00322)",1.470319,2.022383,1.1680731,0.80595754,0.0032160207,-5.5575381,0.002667554,0.0022240853,0.99919903
14,warmup,15,"SliceKernel(base=RBF(length_scale=[1.4, 1.38]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.17, 0.809]), idx=[2, 3]) + WhiteKernel(noise_level=0.00301)",1.3971067,1.378294,1.1683896,0.80912733,0.0030127136,-5.848421,0.0025346562,0.0020242921,0.99932983
15,warmup,16,"SliceKernel(base=RBF(length_scale=[1.6, 1.34]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.3, 0.775]), idx=[2, 3]) + WhiteKernel(noise_level=0.00282)",1.5990343,1.3437823,1.2984528,0.77544518,0.0028181056,-5.6636979,0.002458191,0.001913746,0.99938461
16,warmup,17,"SliceKernel(base=RBF(length_scale=[2.22, 1.27]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.33, 0.751]), idx=[2, 3]) + WhiteKernel(noise_level=0.00291)",2.2239829,1.2739703,1.3326544,0.75109964,0.0029081622,-6.1942727,0.0025292919,0.0020012226,0.99935254
17,warmup,18,"SliceKernel(base=RBF(length_scale=[2.44, 1.23]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.23, 0.818]), idx=[2, 3]) + WhiteKernel(noise_level=0.00248)",2.4438353,1.2340175,1.2334964,0.81800997,0.0024782812,-5.6582732,0.0023171783,0.0017583939,0.99945196
18,warmup,19,"SliceKernel(base=RBF(length_scale=[2.71, 1.18]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.22, 0.864]), idx=[2, 3]) + WhiteKernel(noise_level=0.00252)",2.7121063,1.1757143,1.2192157,0.86388745,0.0025233951,-5.6642123,0.0023388132,0.0017593644,0.99941275
19,warmup,20,"SliceKernel(base=RBF(length_scale=[1e+03, 1.13]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.41, 0.821]), idx=[2, 3]) + WhiteKernel(noise_level=0.00258)",1000,1.1259374,1.4130405,0.82123775,0.0025806654,-5.3116056,0.0024907805,0.0017964939,0.99931544
20,warmup,21,"SliceKernel(base=RBF(length_scale=[1e+03, 0.867]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.29, 0.664]), idx=[2, 3]) + WhiteKernel(noise_level=0.00259)",1000,0.86728185,1.2916195,0.66353433,0.0025860472,-8.6873069,0.0020771502,0.001615394,0.9995021
21,warmup,22,"SliceKernel(base=RBF(length_scale=[4.62, 0.59]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.25, 0.642]), idx=[2, 3]) + WhiteKernel(noise_level=1e-06)",4.6203741,0.58993585,1.2492255,0.64165184,1e-06,-11.657006,7.3405242e-07,5.0179428e-07,1
22,warmup,23,"SliceKernel(base=RBF(length_scale=[0.00413, 26.3]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.11, 0.69]), idx=[2, 3]) + WhiteKernel(noise_level=1.3e-06)",0.0041287272,26.280307,1.110572,0.68984542,1.2963171e-06,-32.249347,8.5946667e-08,7.4899076e-08,1
23,warmup,24,"SliceKernel(base=RBF(length_scale=[925, 1.68]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.0726, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.073)",925.1849,1.682888,0.072593014,1000,0.072997358,-28.883004,0.014216968,0.010561881,0.98171006
24,warmup,25,"SliceKernel(base=RBF(length_scale=[0.01, 575]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.751, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=1.2e-06)",0.0099970338,575.26002,0.75061775,1000,1.1954556e-06,-33.467799,1.1565207e-07,9.4085164e-08,1
25,warmup,26,"SliceKernel(base=RBF(length_scale=[1.51, 1.85]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.000662, 0.000368]), idx=[2, 3]) + WhiteKernel(noise_level=1e-06)",1.5056736,1.8492518,0.00066159271,0.00036772398,1e-06,-34.348147,7.5983469e-08,5.4408151e-08,1
26,warmup,27,"SliceKernel(base=RBF(length_scale=[1e+03, 1.09]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.00066, 0.000303]), idx=[2, 3]) + WhiteKernel(noise_level=1e-06)",1000,1.0905239,0.00065976322,0.000303034,1e-06,-35.026023,7.67962e-08,5.665123e-08,1
27,warmup,28,"SliceKernel(base=RBF(length_scale=[2.61, 0.661]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.34, 0.485]), idx=[2, 3]) + WhiteKernel(noise_level=1e-06)",2.6091288,0.6607842,1.336919,0.4853658,1e-06,-20.97816,1.0761481e-06,8.6613915e-07,1
28,warmup,29,"SliceKernel(base=RBF(length_scale=[1.26, 2.08]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.057, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=1e-06)",1.2580806,2.0777002,0.056950844,1000,1e-06,-31.094529,3.8361759e-07,2.493627e-07,1
29,warmup,30,"SliceKernel(base=RBF(length_scale=[1e+03, 1.16]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.000622, 0.00139]), idx=[2, 3]) + WhiteKernel(noise_level=1e-06)",1000,1.1642081,0.00062172171,0.0013906572,1e-06,-38.837827,7.6694368e-08,5.6073971e-08,1
30,warmup,31,"SliceKernel(base=RBF(length_scale=[2.48, 0.707]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.52, 0.682]), idx=[2, 3]) + WhiteKernel(noise_level=0.00227)",2.482605,0.70706261,1.5236073,0.68154267,0.0022681156,-15.849164,0.0027265886,0.0021014345,0.99954329
31,warmup,32,"SliceKernel(base=RBF(length_scale=[1e+03, 0.49]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.08, 0.469]), idx=[2, 3]) + WhiteKernel(noise_level=1.21e-06)",1000,0.4903586,1.0760502,0.46856311,1.2085128e-06,-22.026573,1.0328017e-06,8.2203645e-07,1
32,warmup,33,"SliceKernel(base=RBF(length_scale=[6.03, 0.567]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.28, 0.4]), idx=[2, 3]) + WhiteKernel(noise_level=1.19e-06)",6.0293234,0.56706389,1.2772841,0.40033275,1.1937509e-06,-21.330558,9.2656609e-07,7.2033168e-07,1
33,warmup,34,"SliceKernel(base=RBF(length_scale=[0.72, 2.71]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.95, 0.367]), idx=[2, 3]) + WhiteKernel(noise_level=1.3e-06)",0.7195847,2.7114761,0.9497731,0.36743973,1.2999141e-06,-27.038286,1.1406396e-06,9.1266079e-07,1
34,warmup,35,"SliceKernel(base=RBF(length_scale=[3.54, 0.526]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.25, 0.428]), idx=[2, 3]) + WhiteKernel(noise_level=1e-06)",3.5357545,0.52556204,1.2482593,0.42769519,1e-06,-20.50489,1.0150255e-06,7.6634603e-07,1
34,active,35,"SliceKernel(base=RBF(length_scale=[3.54, 0.526]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1.25, 0.428]), idx=[2, 3]) + WhiteKernel(noise_level=1e-06)",3.5357545,0.52556204,1.2482593,0.42769519,1e-06,-20.50489,1.0150255e-06,7.6634603e-07,1
35,active,36,"SliceKernel(base=RBF(length_scale=[1e+03, 1.29]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.0603, 1.07]), idx=[2, 3]) + WhiteKernel(noise_level=1e-06)",1000,1.2890025,0.060292936,1.0728965,1e-06,-34.772551,3.5670603e-07,2.3573759e-07,1
36,active,37,"SliceKernel(base=RBF(length_scale=[1e+03, 1.08]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.044, 1.17]), idx=[2, 3]) + WhiteKernel(noise_level=1e-06)",1000,1.0830724,0.043976385,1.1686916,1e-06,-37.832761,2.4767216e-07,1.7678321e-07,1
37,active,38,"SliceKernel(base=RBF(length_scale=[1e+03, 0.951]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.0227, 1.48]), idx=[2, 3]) + WhiteKernel(noise_level=1e-06)",1000,0.95070912,0.022700685,1.4750074,1e-06,-42.080072,2.4770437e-07,1.3690973e-07,1
38,active,39,"SliceKernel(base=RBF(length_scale=[1e+03, 0.646]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.0233, 1.47]), idx=[2, 3]) + WhiteKernel(noise_level=1e-06)",1000,0.64628695,0.023330611,1.4748388,1e-06,-43.255134,2.4317529e-07,1.34447e-07,1
39,active,40,"SliceKernel(base=RBF(length_scale=[1e+03, 0.609]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.0234, 1.64]), idx=[2, 3]) + WhiteKernel(noise_level=1e-06)",1000,0.60902601,0.023400627,1.6368257,1e-06,-44.058544,2.4628492e-07,1.4160681e-07,1
40,active,41,"SliceKernel(base=RBF(length_scale=[1e+03, 0.548]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.0233, 1.75]), idx=[2, 3]) + WhiteKernel(noise_level=1e-06)",1000,0.54846458,0.023261137,1.7547568,1e-06,-45.104186,2.6682242e-07,1.432588e-07,1
41,active,42,"SliceKernel(base=RBF(length_scale=[1e+03, 0.373]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.0218, 1.87]), idx=[2, 3]) + WhiteKernel(noise_level=1e-06)",1000,0.37333768,0.021821736,1.873195,1e-06,-46.860725,2.6601939e-07,1.5780359e-07,1
42,active,43,"SliceKernel(base=RBF(length_scale=[1e+03, 0.339]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.0107, 1.7]), idx=[2, 3]) + WhiteKernel(noise_level=1e-06)",1000,0.3390102,0.010746,1.6971363,1e-06,-49.439696,2.2693939e-07,1.3145809e-07,1
43,active,44,"SliceKernel(base=RBF(length_scale=[1.22, 0.721]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.0964, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.0499)",1.2239487,0.72088402,0.096405651,1000,0.049909882,-47.655577,0.016183072,0.012487499,0.98582236
44,active,45,"SliceKernel(base=RBF(length_scale=[1.27, 0.655]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.0977, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.0572)",1.271147,0.65511068,0.097651708,1000,0.057206563,-47.663457,0.018366249,0.014330982,0.98291639
45,active,46,"SliceKernel(base=RBF(length_scale=[1.35, 0.593]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.099, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.0595)",1.3450472,0.59290321,0.099008779,1000,0.059495438,-47.586052,0.019565948,0.01534832,0.98154468
46,active,47,"SliceKernel(base=RBF(length_scale=[1.35, 0.578]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.0956, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.0593)",1.3478423,0.57764367,0.095600147,1000,0.059325561,-49.133522,0.019143529,0.01496126,0.98221295
47,active,48,"SliceKernel(base=RBF(length_scale=[1.38, 0.529]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.101, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.0598)",1.3773975,0.52867328,0.10103005,1000,0.059794514,-49.515096,0.019908553,0.015676618,0.98111512
48,active,49,"SliceKernel(base=RBF(length_scale=[1.51, 0.629]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.109, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.0901)",1.5098964,0.62942199,0.10935146,1000,0.090143236,-50.446504,0.029182425,0.022277629,0.96447128
49,active,50,"SliceKernel(base=RBF(length_scale=[1.41, 0.637]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.105, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.104)",1.4131207,0.63692727,0.10464692,1000,0.10366527,-52.765122,0.031699471,0.023003894,0.95802874
50,active,51,"SliceKernel(base=RBF(length_scale=[1.42, 0.632]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.105, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.102)",1.4159417,0.63183663,0.1054901,1000,0.10201515,-53.346554,0.031943848,0.023055218,0.9587453
51,active,52,"SliceKernel(base=RBF(length_scale=[1.42, 0.627]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.104, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.103)",1.4203464,0.62713733,0.10400095,1000,0.10266509,-54.334386,0.031969229,0.022916391,0.95864148
52,active,53,"SliceKernel(base=RBF(length_scale=[1.43, 0.618]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.0997, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.102)",1.4316833,0.61780518,0.099672924,1000,0.10183162,-55.304823,0.031694669,0.022526866,0.95954321
53,active,54,"SliceKernel(base=RBF(length_scale=[1.54, 0.574]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.0665, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.0693)",1.5418048,0.57423896,0.066456213,1000,0.069256922,-56.47675,0.022696252,0.016200651,0.9789637
54,active,55,"SliceKernel(base=RBF(length_scale=[1.54, 0.57]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.06, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.0671)",1.5365735,0.57047168,0.059983389,1000,0.067069051,-58.369089,0.021546319,0.015341367,0.98074256
55,active,56,"SliceKernel(base=RBF(length_scale=[1.44, 0.597]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.0732, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.1)",1.4360247,0.59727547,0.073207883,1000,0.10047837,-60.631024,0.029299159,0.021575031,0.96397506
56,active,57,"SliceKernel(base=RBF(length_scale=[1.45, 0.593]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.0737, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.0974)",1.4476627,0.59262922,0.073749035,1000,0.097383105,-61.156848,0.029129363,0.021387959,0.96526688
57,active,58,"SliceKernel(base=RBF(length_scale=[1.46, 0.588]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.0733, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.0966)",1.4597728,0.58848837,0.073321275,1000,0.096550939,-61.956114,0.029097451,0.021258436,0.9657697
58,active,59,"SliceKernel(base=RBF(length_scale=[1.47, 0.584]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.0711, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.0981)",1.4738009,0.58442451,0.07107625,1000,0.09814021,-63.319217,0.029069642,0.02109824,0.96544359
59,active,60,"SliceKernel(base=RBF(length_scale=[1.68, 0.577]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.0836, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.128)",1.6831215,0.57662708,0.083557156,999.97959,0.12780033,-64.631602,0.03590518,0.026009349,0.94691544
60,active,61,"SliceKernel(base=RBF(length_scale=[1.7, 0.579]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.0861, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.128)",1.700281,0.57943914,0.086145302,999.96094,0.12762962,-65.089311,0.036398849,0.026215381,0.94591705
61,active,62,"SliceKernel(base=RBF(length_scale=[1.71, 0.577]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.0828, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.128)",1.7093054,0.57681834,0.082805192,999.94191,0.1280302,-66.360251,0.036038906,0.025749522,0.94646824
62,active,63,"SliceKernel(base=RBF(length_scale=[1.65, 0.595]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.0856, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.165)",1.6478239,0.59460997,0.085645318,999.91003,0.16545543,-70.024365,0.042538155,0.031142755,0.9242172
63,active,64,"SliceKernel(base=RBF(length_scale=[1.65, 0.594]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.0869, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.17)",1.6537925,0.59425749,0.086944054,999.88297,0.17006832,-71.351445,0.043034323,0.031310505,0.92144749
64,active,65,"SliceKernel(base=RBF(length_scale=[1.65, 0.601]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.0949, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.185)",1.6503693,0.60085626,0.094890836,999.8505,0.18547546,-72.883203,0.045990169,0.034009451,0.90902916
65,active,66,"SliceKernel(base=RBF(length_scale=[1.9, 0.503]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.0321, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.0831)",1.8956659,0.50259744,0.032086468,999.80146,0.083115207,-75.202123,0.021716736,0.015307912,0.97941147
66,active,67,"SliceKernel(base=RBF(length_scale=[1.82, 0.489]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1e+03, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.316)",1.8158052,0.48927092,1000,1000,0.31560118,-69.42296,0.078033155,0.056860286,0.73040905
67,active,68,"SliceKernel(base=RBF(length_scale=[1.83, 0.485]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1e+03, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.314)",1.8292662,0.48479051,1000,1000,0.3144999,-70.226715,0.077582677,0.056459185,0.73086308
68,active,69,"SliceKernel(base=RBF(length_scale=[1.83, 0.482]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[1e+03, 1e+03]), idx=[2, 3]) + WhiteKernel(noise_level=0.31)",1.8325551,0.48159933,1000,1000,0.31012738,-70.743523,0.076946116,0.055716788,0.73428283
69,active,70,"SliceKernel(base=RBF(length_scale=[0.688, 0.0037]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.59, 0.788]), idx=[2, 3]) + WhiteKernel(noise_level=1e-06)",0.68822766,0.0037022543,0.58953449,0.78839425,1e-06,-70.568419,3.6603587e-06,1.1312933e-06,1
70,active,71,"SliceKernel(base=RBF(length_scale=[0.0646, 0.0587]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.72, 0.592]), idx=[2, 3]) + WhiteKernel(noise_level=5.45e-06)",0.064584302,0.058670878,0.71982966,0.59239002,5.4480964e-06,-66.144104,3.5766076e-05,1.0352234e-05,0.99999994
71,active,72,"SliceKernel(base=RBF(length_scale=[0.0659, 0.0608]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.731, 0.61]), idx=[2, 3]) + WhiteKernel(noise_level=4.7e-06)",0.065887048,0.060818105,0.73062292,0.60987566,4.6977756e-06,-62.568583,3.4339236e-05,9.9089815e-06,0.99999995
72,active,73,"SliceKernel(base=RBF(length_scale=[0.067, 0.0624]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.752, 0.62]), idx=[2, 3]) + WhiteKernel(noise_level=4.4e-06)",0.066980882,0.062366586,0.75202368,0.62041677,4.3995341e-06,-59.796383,3.5387277e-05,9.9425645e-06,0.99999995
73,active,74,"SliceKernel(base=RBF(length_scale=[0.0684, 0.02]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.872, 0.553]), idx=[2, 3]) + WhiteKernel(noise_level=2.94e-06)",0.068443367,0.019994118,0.87199836,0.55295613,2.9394236e-06,-59.855355,2.5709189e-05,7.7556205e-06,0.99999997
74,active,75,"SliceKernel(base=RBF(length_scale=[0.434, 0.0839]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.807, 0.61]), idx=[2, 3]) + WhiteKernel(noise_level=0.00266)",0.43369293,0.083918561,0.80684305,0.60951924,0.0026640741,-47.98499,0.0033495593,0.0019957983,0.99958569
75,active,76,"SliceKernel(base=RBF(length_scale=[0.437, 0.0843]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.818, 0.619]), idx=[2, 3]) + WhiteKernel(noise_level=0.0023)",0.4367178,0.084313381,0.81838105,0.61920862,0.0022993095,-45.046319,0.0032197613,0.0018882081,0.99963485
76,active,77,"SliceKernel(base=RBF(length_scale=[0.445, 0.0846]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.837, 0.629]), idx=[2, 3]) + WhiteKernel(noise_level=0.0022)",0.44504173,0.084620851,0.83672249,0.6291053,0.0021970355,-42.745456,0.0032683449,0.0019356115,0.99963685
77,active,78,"SliceKernel(base=RBF(length_scale=[0.346, 0.0952]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.83, 0.641]), idx=[2, 3]) + WhiteKernel(noise_level=0.00209)",0.34649707,0.095188026,0.82950633,0.64137894,0.002086998,-47.123093,0.0030885332,0.0017312712,0.9996718
78,active,79,"SliceKernel(base=RBF(length_scale=[0.348, 0.0984]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.838, 0.648]), idx=[2, 3]) + WhiteKernel(noise_level=0.00203)",0.34837238,0.098438083,0.83801412,0.64829595,0.0020330738,-47.33629,0.0030762068,0.0017217737,0.99968274
79,active,80,"SliceKernel(base=RBF(length_scale=[0.353, 0.1]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.843, 0.655]), idx=[2, 3]) + WhiteKernel(noise_level=0.00195)",0.35271255,0.10034132,0.84276061,0.65541098,0.0019489224,-45.712236,0.0030524541,0.0017145551,0.99969367
80,active,81,"SliceKernel(base=RBF(length_scale=[0.359, 0.0995]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.855, 0.662]), idx=[2, 3]) + WhiteKernel(noise_level=0.00184)",0.35925729,0.099527521,0.85462474,0.66213975,0.0018435457,-43.657192,0.0030396375,0.0017057652,0.99970192
81,active,82,"SliceKernel(base=RBF(length_scale=[0.362, 0.0996]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.849, 0.658]), idx=[2, 3]) + WhiteKernel(noise_level=0.00174)",0.36175953,0.099605678,0.84932798,0.65827571,0.001740788,-41.750429,0.0030386298,0.0017224355,0.99970841
82,active,83,"SliceKernel(base=RBF(length_scale=[0.365, 0.0952]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.824, 0.668]), idx=[2, 3]) + WhiteKernel(noise_level=0.00151)",0.36500178,0.095178399,0.82365525,0.66841677,0.0015055771,-40.406215,0.0028418925,0.0015911837,0.99974985
83,active,84,"SliceKernel(base=RBF(length_scale=[0.368, 0.0962]), idx=[0, 1]) + SliceKernel(base=RBF(length_scale=[0.832, 0.673]), idx=[2, 3]) + WhiteKernel(noise_level=0.00143)",0.36834358,0.096154851,0.83234245,0.67295841,0.0014332014,-38.530156,0.0028299197,0.0015733868,0.99975584
